OrderID,SupplierID,OrderDate,ProcurementManager,Department,Status,Priority
500428,1011,2024-07-15,Taylor Smith,Retail,Closed,Standard
500429,1003,2025-10-12,Alex Chen,Retail,Open,Standard
500430,1018,2025-02-19,Casey Brown,Facilities,Closed,Standard
500431,1004,2024-11-03,Alex Chen,Finance,Closed,Standard
500432,1020,2025-05-01,Alex Chen,Retail,In Transit,Standard
500433,1013,2025-09-18,Casey Brown,Retail,Closed,Standard
500434,1003,2025-11-28,Jordan Lee,Facilities,Closed,Standard
500435,1025,2025-10-02,Jordan Lee,Finance,Closed,Standard
500436,1014,2024-02-07,Alex Chen,Operations,In Transit,Standard
500437,1005,2025-01-12,Taylor Smith,IT,In Transit,Standard
500438,1006,2024-11-05,Morgan Patel,IT,Closed,Standard
500439,1014,2024-01-21,Casey Brown,Retail,In Transit,Standard
500440,1016,2024-02-25,Casey Brown,Operations,In Transit,Rush
500441,1025,2024-05-01,Morgan Patel,Facilities,In Transit,Standard
500442,1003,2025-04-02,Alex Chen,Facilities,In Transit,Standard
500443,1019,2025-08-31,Jordan Lee,Facilities,Open,Rush
500444,1004,2025-07-15,Alex Chen,Facilities,In Transit,Standard
500445,1005,2024-08-05,Alex Chen,Operations,Open,Standard
500446,1022,2024-01-10,Alex Chen,Finance,Closed,Standard
500447,1005,2024-05-04,Morgan Patel,IT,Closed,Standard
500448,1008,2025-08-05,Morgan Patel,Finance,In Transit,Standard
500449,1012,2024-02-21,Jordan Lee,Operations,In Transit,Rush
500450,1021,2024-10-27,Casey Brown,Facilities,In Transit,Standard
500451,1022,2025-04-16,Taylor Smith,Operations,Closed,Standard
500452,1002,2024-01-12,Alex Chen,Retail,In Transit,Rush
500453,1013,2024-03-22,Taylor Smith,Retail,Open,Standard
500454,1016,2024-06-18,Casey Brown,IT,Closed,Standard
500455,1019,2025-01-11,Morgan Patel,Finance,Open,Rush
500456,1004,2024-05-28,Taylor Smith,Finance,In Transit,Standard
500457,1014,2025-10-06,Morgan Patel,Facilities,Open,Rush
500458,1025,2024-10-05,Casey Brown,IT,Open,Standard
500459,1002,2024-10-13,Casey Brown,Retail,In Transit,Standard
500460,1020,2024-12-06,Alex Chen,Retail,Closed,Rush
500461,1019,2024-11-12,Morgan Patel,Facilities,Closed,Standard
500462,1022,2025-01-31,Morgan Patel,Finance,In Transit,Standard
500463,1010,2025-04-07,Alex Chen,IT,Open,Standard
500464,1014,2024-10-01,Jordan Lee,Operations,In Transit,Rush
500465,1005,2024-10-22,Casey Brown,IT,Closed,Standard
500466,1022,2025-07-14,Morgan Patel,Retail,Open,Standard
500467,1018,2024-03-28,Casey Brown,Facilities,Open,Standard
500468,1025,2024-07-24,Jordan Lee,Retail,Open,Standard
500469,1022,2024-02-28,Morgan Patel,Finance,Open,Standard
500470,1019,2024-09-17,Alex Chen,Facilities,Open,Standard
500471,1003,2025-07-07,Casey Brown,Operations,Open,Standard
500472,1013,2024-08-26,Casey Brown,IT,In Transit,Standard
500473,1011,2025-06-18,Morgan Patel,Retail,In Transit,Standard
500474,1007,2024-07-25,Jordan Lee,Operations,Closed,Standard
500475,1023,2024-07-04,Taylor Smith,Retail,Open,Standard
500476,1012,2025-07-31,Morgan Patel,Finance,In Transit,Rush
500477,1002,2024-09-09,Morgan Patel,Operations,Open,Standard
500478,1021,2025-01-15,Morgan Patel,Finance,Closed,Standard
500479,1020,2024-11-19,Alex Chen,IT,Open,Rush
500480,1020,2025-06-15,Alex Chen,Operations,Closed,Standard
500481,1019,2024-07-28,Morgan Patel,Retail,In Transit,Standard
500482,1009,2024-08-06,Taylor Smith,Operations,Open,Standard
500483,1025,2025-04-02,Casey Brown,Finance,In Transit,Standard
500484,1002,2024-09-17,Taylor Smith,Finance,Closed,Rush
500485,1003,2025-01-22,Alex Chen,Operations,Closed,Standard
500486,1012,2025-07-24,Morgan Patel,Operations,Open,Standard
500487,1021,2025-09-04,Morgan Patel,Operations,Closed,Standard
500488,1011,2024-09-20,Casey Brown,Operations,Closed,Standard
500489,1017,2025-11-16,Morgan Patel,Facilities,Closed,Standard
500490,1012,2024-06-12,Jordan Lee,Finance,In Transit,Standard
500491,1002,2024-06-25,Taylor Smith,Operations,Open,Standard
500492,1001,2025-07-20,Alex Chen,Retail,Open,Standard
500493,1024,2025-12-27,Morgan Patel,Operations,Closed,Rush
500494,1011,2024-05-28,Alex Chen,IT,Closed,Rush
500495,1019,2025-08-26,Morgan Patel,Operations,In Transit,Standard
500496,1011,2025-04-27,Taylor Smith,Facilities,Open,Standard
500497,1012,2024-05-07,Morgan Patel,Finance,Open,Standard
500498,1008,2025-03-27,Jordan Lee,Operations,In Transit,Standard
500499,1023,2025-04-24,Jordan Lee,Finance,Closed,Standard
500500,1003,2024-08-13,Casey Brown,Finance,Open,Standard
500501,1004,2025-04-02,Morgan Patel,Operations,Closed,Standard
500502,1011,2025-04-08,Taylor Smith,Facilities,Closed,Standard
500503,1021,2024-04-28,Taylor Smith,IT,Closed,Standard
500504,1024,2024-08-14,Alex Chen,Facilities,Closed,Standard
500505,1005,2025-07-20,Morgan Patel,IT,Closed,Standard
500506,1014,2025-03-04,Jordan Lee,Operations,Closed,Standard
500507,1019,2024-10-04,Taylor Smith,Finance,Open,Standard
500508,1016,2024-09-23,Alex Chen,Facilities,Open,Standard
500509,1004,2025-05-09,Jordan Lee,Operations,In Transit,Rush
500510,1022,2025-10-08,Jordan Lee,Facilities,In Transit,Standard
500511,1004,2024-10-20,Taylor Smith,IT,Closed,Standard
500512,1009,2025-03-18,Jordan Lee,Operations,Closed,Standard
500513,1010,2025-02-03,Morgan Patel,Operations,Closed,Standard
500514,1005,2024-10-27,Alex Chen,Retail,Open,Standard
500515,1017,2024-12-15,Jordan Lee,Operations,Open,Rush
500516,1010,2025-06-23,Jordan Lee,Facilities,Open,Standard
500517,1014,2024-02-11,Jordan Lee,Retail,Open,Rush
500518,1005,2024-07-04,Jordan Lee,Finance,In Transit,Rush
500519,1006,2025-12-29,Jordan Lee,Operations,In Transit,Standard
500520,1020,2024-03-30,Morgan Patel,Finance,Open,Standard
500521,1005,2024-07-29,Casey Brown,Finance,In Transit,Standard
500522,1010,2025-08-19,Jordan Lee,Operations,Closed,Standard
500523,1024,2025-12-09,Casey Brown,Operations,Open,Standard
500524,1012,2025-06-14,Taylor Smith,Facilities,Open,Rush
500525,1001,2024-04-02,Morgan Patel,Finance,Open,Standard
500526,1009,2025-11-12,Jordan Lee,Retail,Closed,Standard
500527,1002,2025-01-10,Jordan Lee,IT,In Transit,Standard
500528,1020,2025-08-11,Alex Chen,Retail,Open,Standard
500529,1017,2025-04-01,Alex Chen,IT,Closed,Standard
500530,1011,2024-09-07,Morgan Patel,Operations,In Transit,Standard
500531,1004,2024-10-25,Morgan Patel,Retail,Open,Standard
500532,1017,2024-01-27,Casey Brown,Operations,Closed,Standard
500533,1003,2024-09-06,Jordan Lee,Finance,In Transit,Standard
500534,1004,2024-06-20,Taylor Smith,Retail,Open,Standard
500535,1001,2024-01-31,Alex Chen,Finance,In Transit,Standard
500536,1001,2024-09-24,Casey Brown,Retail,In Transit,Standard
500537,1017,2025-04-20,Jordan Lee,Facilities,In Transit,Rush
500538,1012,2024-04-15,Alex Chen,Finance,In Transit,Rush
500539,1009,2024-02-16,Alex Chen,Facilities,Open,Standard
500540,1017,2025-08-22,Taylor Smith,Operations,Closed,Standard
500541,1013,2024-05-04,Jordan Lee,Retail,In Transit,Standard
500542,1008,2024-08-20,Jordan Lee,Retail,In Transit,Standard
500543,1024,2025-04-18,Morgan Patel,Operations,Closed,Standard
500544,1013,2025-10-12,Morgan Patel,Retail,In Transit,Standard
500545,1002,2025-06-22,Morgan Patel,IT,Closed,Rush
500546,1013,2024-12-12,Jordan Lee,Facilities,Open,Standard
500547,1011,2025-07-31,Morgan Patel,Operations,In Transit,Standard
500548,1017,2024-11-28,Jordan Lee,IT,In Transit,Standard
500549,1014,2024-09-12,Alex Chen,Operations,Open,Standard
500550,1006,2025-06-27,Alex Chen,Facilities,Open,Rush
500551,1017,2024-07-24,Alex Chen,Finance,Closed,Standard
500552,1013,2025-03-06,Morgan Patel,Operations,In Transit,Standard
500553,1002,2024-02-11,Casey Brown,Retail,Open,Standard
500554,1021,2024-10-06,Casey Brown,Retail,Closed,Standard
500555,1009,2024-04-12,Alex Chen,Operations,In Transit,Standard
500556,1008,2025-03-20,Alex Chen,Operations,Open,Standard
500557,1012,2024-11-08,Jordan Lee,Operations,Closed,Standard
500558,1017,2025-08-31,Taylor Smith,Facilities,Closed,Standard
500559,1018,2025-08-27,Jordan Lee,Operations,Open,Standard
500560,1005,2025-06-07,Taylor Smith,Retail,Open,Rush
500561,1009,2024-10-22,Jordan Lee,Operations,In Transit,Standard
500562,1010,2025-07-13,Morgan Patel,Retail,In Transit,Standard
500563,1021,2024-08-14,Morgan Patel,Retail,Closed,Standard
500564,1012,2025-12-28,Morgan Patel,IT,In Transit,Standard
500565,1016,2025-09-19,Morgan Patel,Operations,Open,Standard
500566,1011,2024-09-05,Jordan Lee,Retail,Closed,Standard
500567,1013,2025-07-13,Casey Brown,Operations,Open,Standard
500568,1006,2024-12-27,Jordan Lee,Retail,Open,Standard
500569,1016,2024-11-29,Taylor Smith,Finance,Open,Standard
500570,1002,2024-10-29,Alex Chen,Retail,Closed,Standard
500571,1020,2024-03-09,Taylor Smith,Operations,Open,Standard
500572,1013,2025-06-13,Morgan Patel,Operations,Open,Standard
500573,1008,2025-06-17,Jordan Lee,IT,Open,Standard
500574,1012,2025-11-15,Jordan Lee,Finance,In Transit,Standard
500575,1020,2025-09-23,Taylor Smith,Operations,In Transit,Standard
500576,1009,2025-05-01,Jordan Lee,Operations,Open,Standard
500577,1014,2024-01-05,Casey Brown,Operations,In Transit,Standard
500578,1013,2025-05-24,Casey Brown,Facilities,Closed,Standard
500579,1020,2024-10-13,Casey Brown,Facilities,Closed,Rush
500580,1023,2025-04-08,Morgan Patel,IT,Open,Rush
500581,1012,2024-10-26,Morgan Patel,Retail,In Transit,Standard
500582,1013,2025-09-01,Taylor Smith,Facilities,Closed,Standard
500583,1015,2025-01-24,Taylor Smith,Retail,Closed,Standard
500584,1005,2024-11-07,Morgan Patel,Facilities,In Transit,Standard
500585,1008,2025-08-18,Alex Chen,IT,Open,Standard
500586,1008,2025-09-14,Taylor Smith,Facilities,Closed,Standard
500587,1001,2024-01-11,Alex Chen,Retail,Open,Standard
500588,1010,2025-05-24,Casey Brown,Retail,Open,Standard
500589,1014,2025-09-26,Casey Brown,Facilities,In Transit,Standard
500590,1015,2025-02-02,Taylor Smith,Retail,Closed,Rush
500591,1012,2025-11-23,Morgan Patel,Operations,Closed,Rush
500592,1008,2025-06-21,Alex Chen,IT,Open,Rush
500593,1013,2025-05-27,Casey Brown,Finance,In Transit,Standard
500594,1014,2024-07-11,Morgan Patel,Facilities,Open,Standard
500595,1019,2025-10-01,Taylor Smith,Retail,In Transit,Standard
500596,1006,2024-04-04,Taylor Smith,IT,Open,Standard
500597,1010,2024-03-17,Casey Brown,Operations,Closed,Standard
500598,1010,2025-11-02,Taylor Smith,Facilities,In Transit,Standard
500599,1006,2025-10-08,Casey Brown,Retail,Open,Standard
500600,1017,2024-07-31,Jordan Lee,Finance,Open,Standard
500601,1021,2024-03-02,Casey Brown,Operations,In Transit,Rush
500602,1019,2024-12-27,Alex Chen,Facilities,In Transit,Standard
500603,1001,2024-01-11,Taylor Smith,Retail,In Transit,Standard
500604,1010,2024-01-05,Morgan Patel,Retail,Closed,Standard
500605,1022,2024-01-16,Alex Chen,Finance,Closed,Standard
500606,1025,2025-05-24,Casey Brown,IT,In Transit,Standard
500607,1018,2025-10-24,Casey Brown,Retail,Closed,Standard
500608,1014,2024-07-22,Casey Brown,Finance,Closed,Standard
500609,1017,2024-06-09,Casey Brown,Operations,Closed,Rush
500610,1003,2024-04-12,Jordan Lee,Facilities,In Transit,Rush
500611,1020,2025-04-23,Morgan Patel,Operations,Closed,Standard
500612,1025,2025-12-01,Casey Brown,Finance,Open,Standard
500613,1012,2024-08-31,Taylor Smith,Operations,Closed,Standard
500614,1021,2024-09-30,Alex Chen,Operations,In Transit,Standard
500615,1007,2024-12-23,Morgan Patel,Facilities,In Transit,Standard
500616,1002,2024-01-21,Jordan Lee,Retail,Open,Standard
500617,1015,2024-02-14,Alex Chen,Finance,In Transit,Standard
500618,1008,2024-09-12,Alex Chen,Retail,Closed,Standard
500619,1011,2024-06-26,Alex Chen,IT,Open,Standard
500620,1020,2025-03-04,Taylor Smith,Operations,Open,Standard
500621,1022,2024-09-05,Morgan Patel,Retail,In Transit,Rush
500622,1014,2024-08-14,Taylor Smith,Facilities,Open,Rush
500623,1008,2024-01-23,Alex Chen,Finance,Closed,Standard
500624,1013,2025-01-01,Jordan Lee,IT,Closed,Standard
500625,1018,2025-02-09,Taylor Smith,IT,Closed,Standard
500626,1013,2025-06-30,Taylor Smith,Operations,Open,Standard
500627,1014,2024-05-06,Taylor Smith,Finance,In Transit,Standard
500628,1007,2025-01-31,Morgan Patel,IT,Open,Rush
500629,1014,2024-08-30,Alex Chen,Operations,Open,Standard
500630,1005,2024-12-15,Jordan Lee,Finance,In Transit,Standard
500631,1007,2024-04-04,Taylor Smith,Finance,In Transit,Standard
500632,1015,2025-07-22,Morgan Patel,Finance,Closed,Rush
500633,1012,2025-01-11,Jordan Lee,Facilities,In Transit,Standard
500634,1021,2025-01-20,Casey Brown,IT,Closed,Standard
500635,1017,2025-05-02,Jordan Lee,Facilities,Closed,Standard
500636,1005,2025-11-22,Taylor Smith,Facilities,In Transit,Standard
500637,1012,2025-08-24,Casey Brown,Facilities,Closed,Standard
500638,1017,2025-09-14,Jordan Lee,Operations,Closed,Standard
500639,1017,2025-11-25,Alex Chen,IT,In Transit,Standard
500640,1001,2025-01-29,Casey Brown,IT,Closed,Standard
500641,1013,2024-01-16,Alex Chen,Finance,In Transit,Standard
500642,1011,2024-08-25,Jordan Lee,Operations,In Transit,Standard
500643,1018,2024-03-10,Taylor Smith,IT,In Transit,Standard
500644,1003,2024-07-16,Taylor Smith,Finance,Closed,Rush
500645,1005,2024-10-22,Morgan Patel,IT,Open,Standard
500646,1015,2025-02-17,Jordan Lee,Finance,Open,Standard
500647,1012,2024-01-31,Taylor Smith,Operations,Open,Standard
500648,1023,2025-11-05,Morgan Patel,Facilities,Closed,Standard
500649,1021,2024-12-26,Alex Chen,IT,Closed,Standard
500650,1009,2024-04-27,Casey Brown,Finance,In Transit,Rush
500651,1022,2025-12-30,Alex Chen,Operations,Open,Standard
500652,1006,2025-09-15,Morgan Patel,IT,Closed,Standard
500653,1013,2024-06-08,Alex Chen,IT,In Transit,Standard
500654,1021,2025-10-06,Jordan Lee,Finance,In Transit,Standard
500655,1016,2025-08-06,Casey Brown,Facilities,Open,Standard
500656,1022,2025-11-17,Casey Brown,Operations,Open,Standard
500657,1025,2024-04-24,Taylor Smith,Retail,Closed,Rush
500658,1023,2025-09-13,Alex Chen,Operations,Closed,Standard
500659,1011,2024-02-08,Jordan Lee,Operations,Open,Standard
500660,1023,2025-03-03,Morgan Patel,Retail,In Transit,Standard
500661,1009,2024-08-14,Casey Brown,IT,Closed,Standard
500662,1015,2025-03-10,Taylor Smith,Retail,In Transit,Standard
500663,1021,2025-12-05,Morgan Patel,Operations,In Transit,Standard
500664,1023,2025-11-23,Jordan Lee,Retail,Open,Standard
500665,1016,2024-05-10,Jordan Lee,Retail,Closed,Standard
500666,1006,2024-09-24,Casey Brown,Finance,Closed,Rush
500667,1009,2025-07-10,Jordan Lee,Finance,Closed,Rush
500668,1012,2025-01-01,Morgan Patel,Finance,Closed,Standard
500669,1010,2025-10-13,Jordan Lee,Facilities,Closed,Standard
500670,1016,2025-11-17,Jordan Lee,Finance,In Transit,Standard
500671,1017,2024-01-07,Morgan Patel,IT,Closed,Standard
500672,1010,2025-12-15,Jordan Lee,Finance,In Transit,Standard
500673,1019,2025-08-24,Jordan Lee,Operations,Open,Rush
500674,1014,2025-07-15,Jordan Lee,Finance,In Transit,Standard
500675,1015,2025-09-05,Morgan Patel,Operations,Closed,Standard
500676,1010,2025-12-07,Alex Chen,Facilities,Open,Standard
500677,1002,2024-07-30,Alex Chen,IT,Open,Standard
500678,1004,2024-07-20,Taylor Smith,Operations,Open,Standard
500679,1011,2024-06-14,Morgan Patel,Retail,Open,Standard
500680,1010,2025-01-06,Jordan Lee,Operations,In Transit,Standard
500681,1001,2024-02-16,Morgan Patel,Operations,Open,Rush
500682,1024,2024-12-05,Casey Brown,Operations,Open,Standard
500683,1016,2025-10-22,Morgan Patel,Finance,Open,Standard
500684,1011,2025-07-10,Alex Chen,Operations,Open,Standard
500685,1010,2025-10-21,Casey Brown,IT,In Transit,Standard
500686,1008,2025-10-30,Alex Chen,Operations,Closed,Standard
500687,1025,2024-01-26,Morgan Patel,IT,Closed,Standard
500688,1006,2025-01-11,Casey Brown,Finance,In Transit,Standard
500689,1024,2024-04-14,Taylor Smith,Retail,In Transit,Standard
500690,1013,2024-11-30,Jordan Lee,IT,In Transit,Standard
500691,1008,2024-11-23,Taylor Smith,Retail,Closed,Standard
500692,1009,2025-01-13,Jordan Lee,Operations,Closed,Standard
500693,1019,2024-04-19,Morgan Patel,Finance,Closed,Standard
500694,1014,2025-05-21,Morgan Patel,Finance,In Transit,Standard
500695,1020,2024-11-02,Casey Brown,Operations,In Transit,Standard
500696,1023,2024-05-25,Jordan Lee,Finance,Closed,Standard
500697,1021,2025-03-29,Morgan Patel,Operations,Closed,Standard
500698,1016,2025-03-26,Jordan Lee,IT,Closed,Standard
500699,1002,2024-01-03,Casey Brown,Facilities,In Transit,Standard
500700,1010,2024-05-26,Alex Chen,Operations,In Transit,Standard
500701,1023,2025-06-10,Morgan Patel,Operations,Open,Standard
500702,1001,2025-03-25,Jordan Lee,Finance,In Transit,Standard
500703,1010,2025-01-22,Alex Chen,Retail,Open,Standard
500704,1012,2025-11-22,Casey Brown,Facilities,Closed,Standard
500705,1018,2024-03-28,Taylor Smith,Facilities,In Transit,Standard
500706,1018,2025-03-14,Jordan Lee,Retail,Open,Standard
500707,1003,2025-09-26,Alex Chen,IT,In Transit,Standard
500708,1022,2025-09-15,Taylor Smith,Retail,In Transit,Standard
500709,1012,2025-03-07,Morgan Patel,Finance,In Transit,Rush
500710,1011,2024-11-02,Casey Brown,Operations,In Transit,Standard
500711,1008,2024-07-12,Morgan Patel,Operations,In Transit,Standard
500712,1022,2024-05-30,Casey Brown,Retail,Open,Standard
500713,1014,2025-08-17,Taylor Smith,Finance,In Transit,Standard
500714,1015,2025-08-01,Morgan Patel,Operations,Open,Standard
500715,1006,2024-08-20,Jordan Lee,Operations,In Transit,Standard
500716,1009,2024-08-14,Alex Chen,Retail,Closed,Standard
500717,1009,2025-11-17,Morgan Patel,Retail,Closed,Standard
500718,1008,2025-04-14,Casey Brown,Operations,In Transit,Standard
500719,1019,2025-06-09,Casey Brown,Facilities,Closed,Rush
500720,1003,2025-11-26,Morgan Patel,Retail,Closed,Standard
500721,1017,2025-07-17,Alex Chen,Retail,In Transit,Standard
500722,1015,2024-04-14,Morgan Patel,Finance,In Transit,Standard
500723,1019,2024-07-15,Morgan Patel,Finance,Closed,Standard
500724,1025,2025-01-17,Casey Brown,Facilities,Closed,Standard
500725,1002,2024-08-30,Taylor Smith,Operations,Closed,Standard
500726,1020,2025-12-19,Jordan Lee,IT,Open,Standard
500727,1023,2024-05-03,Jordan Lee,Operations,Open,Rush
500728,1007,2025-09-28,Casey Brown,IT,Closed,Standard
500729,1012,2024-06-21,Taylor Smith,Operations,In Transit,Standard
500730,1004,2024-09-18,Jordan Lee,Retail,Open,Standard
500731,1012,2025-06-21,Morgan Patel,Retail,Closed,Standard
500732,1004,2024-12-27,Taylor Smith,IT,In Transit,Standard
500733,1004,2025-09-09,Alex Chen,Finance,In Transit,Standard
500734,1012,2024-09-17,Jordan Lee,Facilities,In Transit,Rush
500735,1019,2024-01-22,Morgan Patel,Operations,Closed,Standard
500736,1004,2025-05-14,Alex Chen,Finance,Open,Standard
500737,1018,2024-06-02,Taylor Smith,Facilities,In Transit,Rush
500738,1019,2024-05-27,Taylor Smith,IT,In Transit,Standard
500739,1001,2025-03-30,Alex Chen,Finance,Open,Standard
500740,1017,2025-05-13,Morgan Patel,Operations,Closed,Standard
500741,1006,2024-03-17,Casey Brown,Retail,In Transit,Standard
500742,1016,2025-02-05,Jordan Lee,Facilities,In Transit,Standard
500743,1008,2025-02-06,Casey Brown,Operations,In Transit,Standard
500744,1011,2025-01-04,Casey Brown,IT,Closed,Standard
500745,1019,2024-05-14,Casey Brown,Finance,Closed,Rush
500746,1012,2024-06-22,Morgan Patel,Retail,Open,Standard
500747,1013,2025-04-24,Taylor Smith,Operations,Open,Standard
500748,1019,2024-12-09,Morgan Patel,Finance,Open,Standard
500749,1008,2024-01-22,Morgan Patel,Operations,In Transit,Standard
500750,1005,2025-10-08,Jordan Lee,Facilities,Open,Rush
500751,1003,2024-10-06,Casey Brown,IT,Open,Standard
500752,1019,2025-08-05,Casey Brown,Finance,In Transit,Standard
500753,1002,2025-12-16,Casey Brown,Finance,Closed,Standard
500754,1021,2025-03-12,Casey Brown,Operations,In Transit,Standard
500755,1010,2025-01-06,Jordan Lee,Operations,Closed,Standard
500756,1025,2024-11-07,Taylor Smith,IT,In Transit,Standard
500757,1021,2025-06-05,Jordan Lee,Retail,Open,Standard
500758,1011,2025-02-19,Alex Chen,IT,In Transit,Standard
500759,1011,2025-11-18,Morgan Patel,IT,In Transit,Standard
500760,1008,2024-09-06,Taylor Smith,Finance,Closed,Standard
500761,1001,2024-07-29,Morgan Patel,Facilities,Open,Standard
500762,1019,2025-02-09,Taylor Smith,Retail,Closed,Standard
500763,1005,2024-03-08,Taylor Smith,IT,In Transit,Standard
500764,1024,2024-09-15,Casey Brown,IT,In Transit,Standard
500765,1007,2024-03-16,Casey Brown,Retail,Closed,Standard
500766,1010,2024-07-02,Casey Brown,Facilities,Open,Rush
500767,1025,2024-12-31,Morgan Patel,Operations,In Transit,Standard
500768,1011,2025-05-11,Jordan Lee,IT,Open,Standard
500769,1001,2025-07-13,Jordan Lee,IT,In Transit,Standard
500770,1023,2024-08-30,Alex Chen,Operations,Closed,Standard
500771,1015,2025-02-13,Jordan Lee,IT,In Transit,Standard
500772,1021,2025-05-28,Alex Chen,Finance,Closed,Standard
500773,1005,2024-02-28,Casey Brown,Operations,Closed,Standard
500774,1019,2024-03-16,Taylor Smith,Finance,In Transit,Standard
500775,1007,2024-01-06,Taylor Smith,Operations,In Transit,Rush
500776,1011,2025-10-17,Alex Chen,IT,Closed,Standard
500777,1024,2024-11-30,Alex Chen,Facilities,In Transit,Rush
500778,1020,2025-02-19,Taylor Smith,Operations,Closed,Rush
500779,1002,2025-02-28,Alex Chen,Retail,In Transit,Standard
500780,1025,2024-12-08,Morgan Patel,Facilities,In Transit,Rush
500781,1015,2024-09-20,Alex Chen,IT,Closed,Standard
500782,1021,2025-07-31,Taylor Smith,Facilities,Closed,Standard
500783,1023,2025-09-20,Taylor Smith,Operations,Closed,Rush
500784,1005,2024-01-20,Jordan Lee,Retail,Closed,Standard
500785,1012,2024-04-02,Taylor Smith,IT,Open,Standard
500786,1022,2025-07-05,Casey Brown,Finance,In Transit,Standard
500787,1020,2025-11-04,Casey Brown,Finance,Open,Standard
500788,1009,2025-09-25,Morgan Patel,IT,Closed,Standard
500789,1025,2025-10-29,Casey Brown,Facilities,In Transit,Standard
500790,1009,2025-07-26,Taylor Smith,Retail,In Transit,Standard
500791,1005,2024-10-07,Taylor Smith,Retail,Closed,Standard
500792,1004,2025-05-02,Taylor Smith,Finance,Closed,Standard
500793,1025,2025-02-14,Alex Chen,Retail,Closed,Standard
500794,1004,2024-05-17,Alex Chen,Retail,In Transit,Rush
500795,1018,2024-07-28,Jordan Lee,Retail,Open,Rush
500796,1024,2025-01-09,Jordan Lee,Finance,Closed,Standard
500797,1001,2025-06-25,Taylor Smith,Finance,In Transit,Rush
500798,1016,2025-03-28,Jordan Lee,IT,In Transit,Standard
500799,1015,2025-02-02,Jordan Lee,Operations,Open,Standard
500800,1022,2024-04-20,Alex Chen,Facilities,Closed,Standard
500801,1012,2025-11-21,Alex Chen,Retail,Closed,Rush
500802,1014,2025-01-20,Morgan Patel,Finance,In Transit,Standard
500803,1009,2024-02-01,Alex Chen,Facilities,Open,Standard
500804,1008,2024-09-04,Taylor Smith,IT,Closed,Rush
500805,1021,2025-03-11,Taylor Smith,Facilities,Open,Standard
500806,1019,2024-08-09,Jordan Lee,IT,Open,Standard
500807,1010,2024-05-19,Taylor Smith,IT,Closed,Standard
500808,1016,2024-01-05,Jordan Lee,IT,Closed,Standard
500809,1020,2025-11-30,Casey Brown,Finance,Open,Rush
500810,1002,2025-08-16,Jordan Lee,IT,In Transit,Standard
500811,1025,2024-02-17,Morgan Patel,Facilities,Closed,Standard
500812,1010,2024-05-23,Alex Chen,Finance,Closed,Standard
500813,1005,2024-01-10,Taylor Smith,Retail,Closed,Standard
500814,1004,2024-12-26,Jordan Lee,Facilities,Open,Rush
500815,1014,2024-04-02,Taylor Smith,Facilities,In Transit,Standard
500816,1002,2024-12-09,Casey Brown,Finance,Closed,Standard
500817,1023,2025-10-04,Alex Chen,Finance,Closed,Standard
500818,1020,2025-05-31,Jordan Lee,Facilities,In Transit,Standard
500819,1004,2025-12-16,Alex Chen,IT,Closed,Standard
500820,1004,2024-03-07,Alex Chen,Finance,Open,Rush
500821,1014,2025-06-22,Alex Chen,Finance,Closed,Rush
500822,1018,2025-12-02,Jordan Lee,Retail,In Transit,Rush
500823,1004,2025-05-27,Casey Brown,Facilities,Open,Standard
500824,1012,2024-03-20,Jordan Lee,Operations,Closed,Standard
500825,1023,2024-10-06,Jordan Lee,IT,Closed,Standard
500826,1003,2024-10-02,Alex Chen,Retail,Closed,Standard
500827,1014,2024-02-19,Casey Brown,IT,Open,Standard
500828,1011,2024-01-11,Alex Chen,Facilities,In Transit,Standard
500829,1010,2025-07-11,Casey Brown,Facilities,Open,Rush
500830,1013,2024-10-02,Morgan Patel,Retail,Open,Standard
500831,1013,2025-03-05,Jordan Lee,Facilities,Open,Standard
500832,1005,2025-02-23,Alex Chen,Retail,Closed,Standard
500833,1009,2025-05-28,Casey Brown,Facilities,In Transit,Rush
500834,1007,2024-09-03,Alex Chen,Retail,Closed,Standard
500835,1023,2024-02-04,Alex Chen,Retail,Open,Rush
500836,1022,2024-11-28,Morgan Patel,IT,In Transit,Rush
500837,1019,2025-04-11,Alex Chen,Facilities,Open,Standard
500838,1011,2025-06-06,Casey Brown,Facilities,In Transit,Rush
500839,1021,2024-08-28,Morgan Patel,Operations,Open,Standard
500840,1017,2025-02-06,Taylor Smith,IT,In Transit,Standard
500841,1021,2024-03-14,Casey Brown,Finance,In Transit,Standard
500842,1025,2025-09-19,Taylor Smith,Facilities,Open,Standard
500843,1017,2024-12-22,Casey Brown,Retail,Open,Standard
500844,1005,2024-08-14,Alex Chen,IT,In Transit,Standard
500845,1007,2025-06-20,Casey Brown,IT,Closed,Rush
500846,1022,2024-09-01,Jordan Lee,Facilities,Closed,Standard
500847,1021,2024-06-30,Alex Chen,Facilities,Open,Standard
500848,1014,2025-01-05,Alex Chen,Finance,Open,Standard
500849,1009,2025-12-20,Morgan Patel,IT,Closed,Standard
500850,1022,2024-12-31,Casey Brown,IT,In Transit,Standard
500851,1022,2025-04-08,Alex Chen,Facilities,Open,Standard
500852,1015,2024-10-24,Alex Chen,Facilities,Open,Standard
500853,1025,2024-06-27,Casey Brown,Operations,Closed,Rush
500854,1005,2025-11-27,Taylor Smith,Retail,Open,Standard
