OrderID,LineID,ItemCode,ItemCategory,Quantity,UnitPrice,RequestedDate,LineAmount
500328,2,SKU-6986,Consumables,8,80.09,2025-01-11,640.72
500328,3,SKU-3472,Hardware,28,46.97,2024-12-12,1315.1599999999999
500329,1,SKU-3680,Equipment,248,51.09,2025-05-12,12670.320000000002
500329,2,SKU-2176,Consumables,34,29.44,2025-06-03,1000.96
500329,3,SKU-8913,Software,241,100.8,2025-05-07,24292.8
500329,4,SKU-2900,Services,250,38.35,2025-05-11,9587.5
500330,1,SKU-9384,Hardware,222,78.77,2024-03-02,17486.94
500330,2,SKU-1827,Equipment,130,53.14,2024-02-12,6908.2
500330,3,SKU-5183,Hardware,70,86.34,2024-02-10,6043.8
500331,1,SKU-6064,Software,136,57.2,2024-08-20,7779.200000000001
500331,2,SKU-2380,Software,58,127.16,2024-09-03,7375.28
500332,1,SKU-5646,Consumables,137,36.77,2025-08-14,5037.490000000001
500332,2,SKU-9247,Equipment,79,43.86,2025-08-17,3464.94
500332,3,SKU-5851,Hardware,74,75.93,2025-09-15,5618.820000000001
500332,4,SKU-1881,Services,24,48.99,2025-08-16,1175.76
500333,1,SKU-6274,Hardware,98,34.8,2024-05-28,3410.3999999999996
500333,2,SKU-7163,Hardware,147,34.85,2024-05-19,5122.95
500333,3,SKU-1380,Equipment,147,85.46,2024-05-08,12562.619999999999
500334,1,SKU-2559,Software,200,36.77,2024-06-12,7354.000000000001
500334,2,SKU-9915,Consumables,106,47.55,2024-06-05,5040.299999999999
500334,3,SKU-7246,Consumables,220,67.91,2024-06-07,14940.199999999999
500334,4,SKU-1340,Equipment,111,82.2,2024-06-14,9124.2
500335,1,SKU-6672,Services,238,46.91,2024-06-24,11164.58
500335,2,SKU-1753,Consumables,233,57.27,2024-07-05,13343.91
500336,1,SKU-3533,Hardware,175,57.33,2024-03-14,10032.75
500337,1,SKU-6153,Hardware,37,70.92,2025-08-09,2624.04
500337,2,SKU-5570,Consumables,48,104.81,2025-07-12,5030.88
500337,3,SKU-9250,Services,109,55.66,2025-08-07,6066.94
500338,1,SKU-8832,Consumables,245,102.57,2024-04-29,25129.649999999998
500338,2,SKU-9926,Software,150,41.06,2024-05-15,6159.0
500338,3,SKU-1525,Software,144,41.08,2024-04-28,5915.5199999999995
500338,4,SKU-3466,Hardware,171,41.47,2024-05-23,7091.37
500339,1,SKU-7532,Hardware,45,49.33,2024-03-06,2219.85
500339,2,SKU-9283,Equipment,220,42.42,2024-02-15,9332.4
500339,3,SKU-2292,Services,142,27.24,2024-02-18,3868.08
500340,1,SKU-4217,Consumables,193,37.39,2025-05-17,7216.27
500341,1,SKU-3290,Software,180,51.51,2024-11-11,9271.8
500341,2,SKU-9782,Equipment,237,27.8,2024-11-22,6588.6
500341,3,SKU-9297,Hardware,245,75.06,2024-12-01,18389.7
500341,4,SKU-6994,Software,100,29.75,2024-11-30,2975.0
500342,1,SKU-8772,Software,47,98.1,2024-02-27,4610.7
500343,1,SKU-8151,Software,90,27.68,2025-01-20,2491.2
500344,1,SKU-4258,Software,42,73.65,2024-11-30,3093.3
500345,1,SKU-8812,Services,162,46.69,2025-04-09,7563.78
500345,2,SKU-7380,Consumables,106,47.29,2025-04-13,5012.74
500345,3,SKU-8832,Services,230,52.62,2025-04-01,12102.599999999999
500345,4,SKU-1043,Equipment,139,59.98,2025-04-30,8337.22
500346,1,SKU-7599,Consumables,163,64.1,2026-01-27,10448.3
500347,1,SKU-2331,Equipment,131,18.18,2024-04-13,2381.58
500347,2,SKU-4228,Consumables,233,82.01,2024-05-05,19108.33
500347,3,SKU-2256,Software,207,100.06,2024-04-30,20712.420000000002
500347,4,SKU-9536,Consumables,71,50.0,2024-04-30,3550.0
500348,1,SKU-1710,Services,222,111.71,2024-01-29,24799.62
500348,2,SKU-3135,Equipment,156,78.65,2024-01-17,12269.400000000001
500349,1,SKU-1907,Services,235,39.63,2024-01-15,9313.050000000001
500349,2,SKU-4069,Equipment,199,73.21,2024-01-29,14568.789999999999
500349,3,SKU-5973,Services,147,70.79,2024-02-13,10406.130000000001
500349,4,SKU-2198,Consumables,35,21.52,2024-01-12,753.1999999999999
500350,1,SKU-2540,Consumables,111,131.26,2026-01-09,14569.859999999999
500350,2,SKU-3858,Consumables,51,53.65,2026-01-17,2736.15
500350,3,SKU-1414,Services,42,71.4,2026-01-10,2998.8
500351,1,SKU-2990,Equipment,181,72.99,2025-07-25,13211.189999999999
500351,2,SKU-7980,Services,140,60.75,2025-06-24,8505.0
500351,3,SKU-8610,Services,86,47.14,2025-07-14,4054.04
500352,1,SKU-3604,Services,226,97.66,2024-08-23,22071.16
500352,2,SKU-5005,Hardware,195,57.33,2024-09-21,11179.35
500352,3,SKU-6138,Consumables,192,51.56,2024-08-23,9899.52
500352,4,SKU-7071,Hardware,177,54.36,2024-09-20,9621.72
500353,1,SKU-5289,Services,122,58.83,2024-05-20,7177.26
500353,2,SKU-3987,Software,211,106.25,2024-05-25,22418.75
500353,3,SKU-3376,Services,60,91.07,2024-05-26,5464.2
500354,1,SKU-1778,Hardware,50,146.55,2024-05-12,7327.500000000001
500354,2,SKU-8958,Services,210,92.64,2024-05-30,19454.4
500355,1,SKU-8758,Hardware,169,52.15,2025-03-27,8813.35
500355,2,SKU-6875,Software,89,69.64,2025-02-22,6197.96
500355,3,SKU-3430,Services,39,60.16,2025-02-27,2346.24
500355,4,SKU-2337,Equipment,101,74.77,2025-03-15,7551.7699999999995
500356,1,SKU-7200,Equipment,107,72.64,2025-02-13,7772.4800000000005
500356,2,SKU-9813,Services,76,69.29,2025-02-12,5266.040000000001
500357,1,SKU-2778,Services,30,54.93,2025-08-04,1647.9
500357,2,SKU-7251,Equipment,156,85.55,2025-07-19,13345.8
500357,3,SKU-8253,Equipment,162,58.86,2025-08-13,9535.32
500358,1,SKU-1307,Hardware,187,90.12,2025-05-29,16852.440000000002
500359,1,SKU-3357,Software,245,133.0,2025-11-18,32585.0
500359,2,SKU-2317,Equipment,213,39.2,2025-11-03,8349.6
500359,3,SKU-8022,Software,62,52.55,2025-10-30,3258.1
500360,1,SKU-1187,Software,158,50.54,2025-06-28,7985.32
500360,2,SKU-5202,Software,152,85.79,2025-07-13,13040.080000000002
500361,1,SKU-3965,Equipment,108,78.0,2024-12-15,8424.0
500361,2,SKU-9253,Equipment,77,44.29,2024-12-26,3410.33
500361,3,SKU-5310,Equipment,187,53.63,2024-12-19,10028.810000000001
500361,4,SKU-1915,Software,196,68.45,2025-01-05,13416.2
500362,1,SKU-4796,Hardware,94,52.3,2025-09-28,4916.2
500362,2,SKU-1588,Equipment,222,38.56,2025-09-16,8560.32
500363,1,SKU-2073,Software,35,31.41,2025-11-07,1099.35
500363,2,SKU-9929,Hardware,73,75.31,2025-11-10,5497.63
500363,3,SKU-6227,Software,54,64.79,2025-11-22,3498.6600000000003
500364,1,SKU-6724,Hardware,85,76.59,2024-10-19,6510.150000000001
500365,1,SKU-4904,Services,123,48.24,2024-10-07,5933.52
500365,2,SKU-7540,Software,238,65.49,2024-10-06,15586.619999999999
500365,3,SKU-8426,Services,92,38.56,2024-10-16,3547.5200000000004
500365,4,SKU-2157,Equipment,33,47.98,2024-10-08,1583.34
500366,1,SKU-5409,Equipment,131,46.29,2025-01-09,6063.99
500366,2,SKU-8004,Equipment,139,130.32,2025-01-23,18114.48
500366,3,SKU-3883,Consumables,110,57.63,2025-01-02,6339.3
500367,1,SKU-8261,Equipment,176,58.57,2024-10-26,10308.32
500367,2,SKU-1392,Software,118,53.5,2024-09-29,6313.0
500367,3,SKU-6074,Equipment,196,61.37,2024-10-23,12028.519999999999
500368,1,SKU-9742,Services,83,95.91,2024-08-20,7960.53
500369,1,SKU-3453,Software,18,38.55,2024-11-09,693.9
500369,2,SKU-9488,Consumables,31,97.29,2024-12-14,3015.9900000000002
500369,3,SKU-8213,Consumables,102,55.9,2024-12-06,5701.8
500369,4,SKU-1209,Hardware,48,56.95,2024-12-05,2733.6000000000004
500370,1,SKU-5610,Hardware,32,43.19,2025-11-05,1382.08
500370,2,SKU-6641,Equipment,5,36.94,2025-11-14,184.7
500370,3,SKU-2523,Services,30,50.43,2025-10-28,1512.9
500370,4,SKU-6820,Services,164,61.19,2025-11-07,10035.16
500371,1,SKU-8860,Hardware,118,83.81,2025-05-21,9889.58
500372,1,SKU-4592,Consumables,22,9.65,2025-12-31,212.3
500372,2,SKU-7402,Equipment,214,24.9,2026-01-05,5328.599999999999
500372,3,SKU-3091,Hardware,192,57.92,2025-12-24,11120.64
500373,1,SKU-5297,Consumables,58,75.65,2025-05-22,4387.700000000001
500374,1,SKU-7715,Consumables,140,118.52,2025-03-19,16592.8
500375,1,SKU-8260,Software,99,54.75,2025-09-22,5420.25
500375,2,SKU-9248,Equipment,90,56.95,2025-09-10,5125.5
500375,3,SKU-3897,Consumables,98,69.13,2025-10-03,6774.74
500375,4,SKU-5418,Equipment,114,119.42,2025-10-04,13613.880000000001
500376,1,SKU-7186,Services,135,53.88,2024-09-08,7273.8
500376,2,SKU-2439,Services,92,61.65,2024-09-10,5671.8
500376,3,SKU-7477,Software,243,76.2,2024-09-12,18516.600000000002
500377,1,SKU-5979,Hardware,40,36.51,2025-04-21,1460.3999999999999
500377,2,SKU-6249,Services,116,30.29,2025-04-30,3513.64
500378,1,SKU-7302,Hardware,134,51.07,2025-03-19,6843.38
500378,2,SKU-8124,Equipment,89,58.8,2025-03-12,5233.2
500378,3,SKU-1748,Consumables,158,39.88,2025-04-13,6301.04
500379,1,SKU-8634,Consumables,232,55.99,2024-10-03,12989.68
500379,2,SKU-8756,Hardware,113,30.83,2024-09-28,3483.79
500379,3,SKU-6802,Equipment,107,33.91,2024-10-06,3628.3699999999994
500380,1,SKU-1037,Equipment,160,42.59,2025-10-30,6814.400000000001
500380,2,SKU-8292,Hardware,34,48.67,2025-10-13,1654.78
500380,3,SKU-8232,Equipment,218,51.25,2025-11-04,11172.5
500381,1,SKU-8857,Hardware,12,16.47,2025-11-14,197.64
500381,2,SKU-6271,Equipment,234,36.55,2025-11-11,8552.699999999999
500381,3,SKU-9454,Hardware,184,44.05,2025-12-08,8105.2
500382,1,SKU-8070,Software,195,45.29,2024-05-14,8831.55
500382,2,SKU-8134,Hardware,28,41.81,2024-05-13,1170.68
500383,1,SKU-5599,Hardware,64,67.96,2024-07-03,4349.44
500383,2,SKU-1408,Software,75,42.91,2024-07-20,3218.2499999999995
500383,3,SKU-8595,Hardware,175,94.19,2024-07-27,16483.25
500384,1,SKU-2233,Services,32,38.49,2024-04-25,1231.68
500384,2,SKU-8723,Equipment,95,52.35,2024-05-10,4973.25
500384,3,SKU-8660,Hardware,157,74.19,2024-05-01,11647.83
500384,4,SKU-3886,Hardware,172,40.12,2024-04-21,6900.639999999999
500385,1,SKU-9281,Software,110,69.66,2025-06-07,7662.599999999999
500385,2,SKU-6414,Equipment,123,23.89,2025-06-12,2938.4700000000003
500385,3,SKU-3725,Software,43,62.94,2025-05-10,2706.42
500385,4,SKU-9591,Hardware,230,50.15,2025-06-16,11534.5
500386,1,SKU-1582,Services,190,49.32,2025-07-02,9370.8
500386,2,SKU-9899,Software,196,49.92,2025-07-16,9784.32
500386,3,SKU-4742,Hardware,101,54.77,2025-07-05,5531.77
500387,1,SKU-8650,Hardware,216,69.74,2024-09-07,15063.839999999998
500387,2,SKU-6442,Consumables,32,47.34,2024-08-19,1514.88
500387,3,SKU-5345,Software,188,68.58,2024-08-24,12893.039999999999
500387,4,SKU-4942,Equipment,36,42.78,2024-09-16,1540.08
500388,1,SKU-2110,Software,117,51.54,2024-05-19,6030.18
500388,2,SKU-3001,Hardware,39,88.05,2024-05-26,3433.95
500389,1,SKU-8031,Services,40,50.02,2024-10-09,2000.8000000000002
500390,1,SKU-4991,Services,214,45.6,2024-02-14,9758.4
500391,1,SKU-9386,Equipment,149,113.62,2025-08-27,16929.38
500391,2,SKU-7166,Consumables,33,70.23,2025-09-22,2317.59
500391,3,SKU-9935,Consumables,16,65.3,2025-09-01,1044.8
500392,1,SKU-3846,Equipment,137,47.54,2025-03-02,6512.98
500392,2,SKU-5096,Consumables,130,59.22,2025-03-17,7698.599999999999
500392,3,SKU-5651,Software,116,78.27,2025-03-06,9079.32
500392,4,SKU-5486,Consumables,112,36.18,2025-03-07,4052.16
500393,1,SKU-6279,Software,96,36.23,2024-09-11,3478.08
500393,2,SKU-3606,Consumables,215,33.0,2024-09-04,7095.0
500393,3,SKU-9580,Equipment,117,52.39,2024-08-13,6129.63
500393,4,SKU-5023,Services,194,27.26,2024-09-16,5288.4400000000005
500394,1,SKU-2068,Software,143,21.65,2025-05-27,3095.95
500394,2,SKU-6687,Equipment,242,53.53,2025-05-27,12954.26
500394,3,SKU-8670,Services,85,97.55,2025-05-13,8291.75
500395,1,SKU-4753,Consumables,159,64.38,2024-07-02,10236.42
500396,1,SKU-9479,Equipment,212,28.51,2025-08-23,6044.12
500396,2,SKU-8351,Consumables,118,44.64,2025-07-30,5267.52
500397,1,SKU-1565,Services,83,55.59,2024-10-02,4613.97
500398,1,SKU-6471,Equipment,39,33.92,2025-04-10,1322.88
500398,2,SKU-7389,Equipment,217,59.14,2025-04-23,12833.380000000001
500398,3,SKU-6956,Consumables,54,72.95,2025-03-28,3939.3
500399,1,SKU-8595,Equipment,88,43.93,2024-10-21,3865.84
500399,2,SKU-1337,Software,139,85.87,2024-11-20,11935.93
500399,3,SKU-9761,Software,22,43.39,2024-11-25,954.58
500399,4,SKU-8026,Services,15,36.63,2024-11-18,549.45
500400,1,SKU-7892,Equipment,224,66.71,2024-12-13,14943.039999999999
500400,2,SKU-6970,Equipment,92,55.83,2025-01-03,5136.36
500400,3,SKU-9471,Equipment,201,95.05,2024-12-14,19105.05
500401,1,SKU-6853,Services,196,35.77,2025-11-13,7010.920000000001
500402,1,SKU-7886,Software,247,52.14,2025-03-14,12878.58
500402,2,SKU-9566,Services,121,41.6,2025-03-13,5033.6
500402,3,SKU-4835,Software,31,60.34,2025-03-13,1870.5400000000002
500402,4,SKU-9672,Consumables,70,64.55,2025-02-23,4518.5
500403,1,SKU-5000,Services,10,88.17,2024-06-14,881.7
500404,1,SKU-9298,Software,83,61.48,2024-02-27,5102.84
500404,2,SKU-3880,Hardware,50,43.78,2024-02-18,2189.0
500404,3,SKU-2446,Equipment,64,48.38,2024-02-14,3096.32
500405,1,SKU-4017,Services,191,58.25,2025-12-02,11125.75
500405,2,SKU-4773,Services,42,32.58,2025-12-06,1368.36
500405,3,SKU-4920,Software,170,34.6,2025-11-28,5882.0
500406,1,SKU-3597,Services,8,43.24,2025-09-26,345.92
500406,2,SKU-4515,Equipment,241,37.46,2025-09-23,9027.86
500407,1,SKU-7200,Services,192,43.05,2025-01-09,8265.599999999999
500407,2,SKU-6290,Software,31,55.13,2025-01-31,1709.03
500408,1,SKU-6644,Services,32,73.17,2024-07-11,2341.44
500408,2,SKU-4998,Services,130,44.69,2024-07-09,5809.7
500408,3,SKU-3366,Equipment,51,57.05,2024-07-28,2909.5499999999997
500408,4,SKU-1305,Hardware,78,29.86,2024-07-12,2329.08
500409,1,SKU-7615,Equipment,161,54.07,2025-11-02,8705.27
500409,2,SKU-8908,Equipment,71,99.25,2025-11-14,7046.75
500409,3,SKU-2669,Hardware,59,49.87,2025-10-29,2942.33
500409,4,SKU-5836,Consumables,226,67.29,2025-11-09,15207.54
500410,1,SKU-4627,Services,99,99.33,2025-07-29,9833.67
500410,2,SKU-5503,Equipment,40,69.91,2025-07-08,2796.3999999999996
500410,3,SKU-4157,Software,214,72.95,2025-07-30,15611.300000000001
500410,4,SKU-7554,Software,18,57.79,2025-07-18,1040.22
500411,1,SKU-9791,Software,63,30.96,2025-07-30,1950.48
500411,2,SKU-1894,Equipment,160,54.72,2025-08-26,8755.2
500411,3,SKU-3798,Software,40,59.27,2025-08-08,2370.8
500412,1,SKU-4359,Hardware,241,71.64,2024-06-27,17265.24
500412,2,SKU-8491,Consumables,157,69.58,2024-06-06,10924.06
500412,3,SKU-1702,Services,99,72.42,2024-05-30,7169.58
500412,4,SKU-3670,Equipment,99,91.82,2024-06-15,9090.179999999998
500413,1,SKU-3500,Equipment,200,35.94,2025-06-12,7188.0
500414,1,SKU-4755,Consumables,228,49.62,2024-09-25,11313.359999999999
500415,1,SKU-3059,Equipment,45,53.31,2024-02-18,2398.9500000000003
500415,2,SKU-8149,Services,12,83.34,2024-01-25,1000.08
500416,1,SKU-2538,Consumables,194,34.39,2025-06-27,6671.66
500416,2,SKU-5669,Software,48,35.45,2025-06-16,1701.6000000000001
500416,3,SKU-7927,Software,76,23.42,2025-06-03,1779.92
500416,4,SKU-5010,Consumables,50,66.85,2025-06-19,3342.4999999999995
500417,1,SKU-2703,Services,136,66.44,2025-04-22,9035.84
500418,1,SKU-3830,Consumables,111,76.38,2025-11-05,8478.18
500418,2,SKU-7883,Consumables,19,79.8,2025-11-19,1516.2
500419,1,SKU-2720,Consumables,130,42.25,2024-03-30,5492.5
500419,2,SKU-5446,Equipment,26,39.32,2024-03-29,1022.32
500420,1,SKU-6762,Hardware,68,106.82,2025-06-12,7263.759999999999
500420,2,SKU-8621,Software,161,103.47,2025-06-23,16658.67
500420,3,SKU-5999,Hardware,249,42.71,2025-06-23,10634.79
500420,4,SKU-9879,Hardware,179,61.78,2025-06-24,11058.62
500421,1,SKU-3420,Equipment,35,38.39,2025-04-01,1343.65
500422,1,SKU-7714,Consumables,156,58.53,2025-11-30,9130.68
500422,2,SKU-7455,Services,34,129.5,2025-11-19,4403.0
500422,3,SKU-5992,Services,216,46.88,2025-11-28,10126.08
500422,4,SKU-8873,Services,116,42.94,2025-11-22,4981.04
500423,1,SKU-9488,Services,187,62.74,2025-08-23,11732.380000000001
500424,1,SKU-7982,Services,100,32.97,2024-12-24,3297.0
500424,2,SKU-4824,Equipment,163,110.2,2025-01-26,17962.600000000002
500424,3,SKU-4132,Equipment,134,76.63,2024-12-24,10268.42
500425,1,SKU-6199,Software,149,52.6,2024-11-19,7837.400000000001
500425,2,SKU-7762,Software,138,105.7,2024-12-03,14586.6
500426,1,SKU-7214,Software,112,56.56,2024-12-23,6334.72
500427,1,SKU-6648,Hardware,241,21.03,2024-08-15,5068.2300000000005
500427,2,SKU-7481,Equipment,142,18.97,2024-08-25,2693.74
500428,1,SKU-6889,Services,78,65.77,2024-08-28,5130.0599999999995
500428,2,SKU-8705,Consumables,77,53.29,2024-08-22,4103.33
500428,3,SKU-8247,Software,81,122.2,2024-07-23,9898.2
500429,1,SKU-9664,Hardware,98,40.57,2025-10-26,3975.86
500430,1,SKU-1022,Hardware,192,39.61,2025-04-02,7605.12
500430,2,SKU-5537,Consumables,33,47.87,2025-02-28,1579.7099999999998
500430,3,SKU-4654,Hardware,227,65.49,2025-03-30,14866.23
500431,1,SKU-8675,Consumables,126,40.07,2024-11-14,5048.82
500431,2,SKU-8334,Hardware,28,45.24,2024-11-10,1266.72
500431,3,SKU-6757,Consumables,189,51.1,2024-12-13,9657.9
500431,4,SKU-5495,Hardware,68,52.96,2024-12-17,3601.28
500432,1,SKU-8536,Equipment,202,15.77,2025-05-21,3185.54
500432,2,SKU-8102,Consumables,202,22.42,2025-06-13,4528.84
500433,1,SKU-7083,Software,119,31.56,2025-10-12,3755.64
500433,2,SKU-5282,Consumables,75,90.92,2025-11-01,6819.0
500433,3,SKU-8097,Services,49,42.85,2025-09-29,2099.65
500434,1,SKU-2931,Services,86,48.28,2025-12-05,4152.08
500434,2,SKU-1327,Consumables,158,30.85,2026-01-02,4874.3
500434,3,SKU-9534,Equipment,76,71.14,2026-01-11,5406.64
500435,1,SKU-5686,Consumables,178,92.92,2025-10-27,16539.760000000002
500435,2,SKU-3996,Consumables,186,55.92,2025-10-15,10401.12
500435,3,SKU-7582,Software,31,44.45,2025-10-25,1377.95
500436,1,SKU-9892,Consumables,243,64.24,2024-02-27,15610.319999999998
500436,2,SKU-1486,Services,5,76.93,2024-02-14,384.65000000000003
500436,3,SKU-1419,Equipment,51,43.21,2024-03-20,2203.71
500437,1,SKU-1246,Services,125,26.94,2025-02-08,3367.5
500437,2,SKU-9053,Software,143,30.21,2025-02-18,4320.03
500438,1,SKU-7025,Equipment,46,42.62,2024-11-14,1960.52
500438,2,SKU-7779,Software,26,57.86,2024-12-16,1504.36
500438,3,SKU-4710,Software,198,80.3,2024-11-17,15899.4
500438,4,SKU-4127,Services,86,73.24,2024-12-10,6298.639999999999
500439,1,SKU-2570,Equipment,90,70.41,2024-01-28,6336.9
500439,2,SKU-5379,Software,202,47.17,2024-03-01,9528.34
500439,3,SKU-7186,Services,88,38.46,2024-03-02,3384.48
500440,1,SKU-6544,Equipment,247,115.3,2024-04-08,28479.1
500440,2,SKU-7992,Consumables,210,57.81,2024-03-23,12140.1
500441,1,SKU-6761,Equipment,103,39.36,2024-05-12,4054.08
500441,2,SKU-2636,Services,99,38.03,2024-05-22,3764.9700000000003
500442,1,SKU-6392,Software,146,52.83,2025-04-11,7713.179999999999
500443,1,SKU-7093,Hardware,76,56.06,2025-09-26,4260.56
500443,2,SKU-9623,Equipment,141,57.01,2025-10-03,8038.41
500443,3,SKU-1189,Equipment,145,57.37,2025-10-13,8318.65
500444,1,SKU-6752,Services,213,59.32,2025-08-24,12635.16
500444,2,SKU-3174,Software,29,109.86,2025-08-02,3185.94
500444,3,SKU-1540,Consumables,27,67.14,2025-07-26,1812.78
500444,4,SKU-2420,Equipment,15,72.98,2025-08-25,1094.7
500445,1,SKU-5759,Equipment,66,47.76,2024-09-13,3152.16
500446,1,SKU-2980,Services,115,66.99,2024-02-05,7703.849999999999
500447,1,SKU-4670,Consumables,40,47.95,2024-06-04,1918.0
500447,2,SKU-2951,Equipment,98,53.12,2024-05-13,5205.759999999999
500447,3,SKU-1833,Equipment,198,69.8,2024-05-27,13820.4
500448,1,SKU-5088,Consumables,82,60.61,2025-09-08,4970.0199999999995
500448,2,SKU-4696,Hardware,128,29.23,2025-09-01,3741.44
500448,3,SKU-9655,Hardware,60,57.27,2025-09-01,3436.2000000000003
500448,4,SKU-2627,Software,73,117.08,2025-08-21,8546.84
500449,1,SKU-7772,Services,73,63.92,2024-03-21,4666.16
500449,2,SKU-3708,Hardware,107,47.33,2024-04-03,5064.3099999999995
500450,1,SKU-1949,Services,190,28.58,2024-11-16,5430.2
500451,1,SKU-7773,Hardware,78,56.0,2025-05-11,4368.0
500452,1,SKU-4575,Equipment,193,24.81,2024-02-19,4788.33
500452,2,SKU-8531,Consumables,91,29.71,2024-01-24,2703.61
500452,3,SKU-2152,Services,167,55.3,2024-02-23,9235.1
500453,1,SKU-9064,Equipment,175,58.39,2024-04-21,10218.25
500453,2,SKU-6001,Software,223,94.53,2024-05-06,21080.19
500453,3,SKU-5985,Software,96,24.99,2024-04-29,2399.04
500453,4,SKU-7985,Equipment,80,64.35,2024-04-09,5148.0
500454,1,SKU-8873,Consumables,115,94.58,2024-07-03,10876.699999999999
500454,2,SKU-2672,Hardware,148,23.35,2024-07-31,3455.8
500455,1,SKU-1626,Hardware,200,108.04,2025-02-02,21608.0
500455,2,SKU-9232,Hardware,48,83.33,2025-02-17,3999.84
500456,1,SKU-1726,Hardware,10,72.0,2024-07-11,720.0
500456,2,SKU-6782,Services,40,67.05,2024-06-07,2682.0
500456,3,SKU-5254,Equipment,185,66.99,2024-07-10,12393.15
500456,4,SKU-7435,Services,91,53.06,2024-06-12,4828.46
500457,1,SKU-4670,Consumables,26,71.25,2025-11-03,1852.5
500457,2,SKU-7558,Hardware,186,54.47,2025-11-08,10131.42
500457,3,SKU-3733,Equipment,66,69.7,2025-10-29,4600.2
500458,1,SKU-9709,Equipment,25,64.89,2024-10-25,1622.25
500459,1,SKU-7467,Consumables,27,30.52,2024-11-14,824.04
500459,2,SKU-1414,Consumables,233,25.2,2024-11-19,5871.599999999999
500460,1,SKU-7146,Services,240,91.46,2024-12-23,21950.399999999998
500461,1,SKU-9784,Software,52,42.5,2024-11-21,2210.0
500461,2,SKU-3937,Hardware,228,34.66,2024-12-21,7902.48
500461,3,SKU-7816,Services,84,94.97,2024-12-04,7977.48
500462,1,SKU-6478,Software,95,101.52,2025-02-11,9644.4
500462,2,SKU-8701,Consumables,175,30.91,2025-02-26,5409.25
500463,1,SKU-2850,Software,7,54.33,2025-04-21,380.31
500463,2,SKU-9315,Equipment,247,72.01,2025-05-03,17786.47
500464,1,SKU-8166,Consumables,87,33.68,2024-11-01,2930.16
500464,2,SKU-9018,Services,234,62.92,2024-11-09,14723.28
500465,1,SKU-9365,Consumables,36,38.66,2024-11-15,1391.7599999999998
500465,2,SKU-5193,Software,97,65.87,2024-11-08,6389.39
500465,3,SKU-2749,Hardware,203,123.73,2024-11-10,25117.190000000002
500465,4,SKU-6233,Services,171,46.22,2024-11-16,7903.62
500466,1,SKU-9526,Equipment,195,50.62,2025-08-18,9870.9
500466,2,SKU-4964,Consumables,136,25.61,2025-07-29,3482.96
500467,1,SKU-4958,Consumables,38,25.61,2024-04-26,973.18
500467,2,SKU-2162,Equipment,46,35.24,2024-04-19,1621.0400000000002
500467,3,SKU-4196,Services,243,87.51,2024-04-15,21264.93
500468,1,SKU-4738,Hardware,129,87.52,2024-08-07,11290.08
500468,2,SKU-9332,Hardware,128,69.62,2024-09-06,8911.36
500469,1,SKU-5526,Equipment,108,126.58,2024-04-09,13670.64
500469,2,SKU-6665,Services,151,92.93,2024-03-17,14032.43
500470,1,SKU-5935,Equipment,26,60.31,2024-09-26,1568.06
500470,2,SKU-8788,Software,116,62.3,2024-10-27,7226.799999999999
500471,1,SKU-4309,Hardware,211,26.4,2025-07-28,5570.4
500471,2,SKU-2613,Services,246,46.05,2025-08-11,11328.3
500471,3,SKU-6400,Hardware,224,39.86,2025-08-20,8928.64
500472,1,SKU-5471,Equipment,66,70.99,2024-09-26,4685.339999999999
500472,2,SKU-7960,Consumables,194,77.34,2024-09-24,15003.960000000001
500472,3,SKU-2900,Services,194,98.87,2024-09-13,19180.780000000002
500473,1,SKU-9529,Equipment,162,69.35,2025-07-13,11234.699999999999
500473,2,SKU-5675,Services,123,33.06,2025-07-23,4066.38
500473,3,SKU-2430,Services,40,61.41,2025-07-14,2456.3999999999996
500474,1,SKU-7537,Services,180,52.79,2024-09-03,9502.2
500474,2,SKU-5596,Hardware,106,51.58,2024-08-15,5467.48
500474,3,SKU-6438,Hardware,103,37.5,2024-08-18,3862.5
500475,1,SKU-1865,Software,11,60.83,2024-08-05,669.13
500475,2,SKU-5542,Hardware,140,60.87,2024-08-11,8521.8
500475,3,SKU-3646,Equipment,29,37.43,2024-07-31,1085.47
500475,4,SKU-9919,Services,68,52.48,2024-07-19,3568.64
500476,1,SKU-2461,Hardware,95,57.17,2025-08-20,5431.150000000001
500476,2,SKU-3498,Equipment,92,65.48,2025-08-14,6024.160000000001
500476,3,SKU-4518,Equipment,31,41.54,2025-08-19,1287.74
500476,4,SKU-7843,Software,167,58.24,2025-09-06,9726.08
500477,1,SKU-4460,Services,171,56.5,2024-10-10,9661.5
500477,2,SKU-3928,Consumables,123,36.35,2024-09-29,4471.05
500477,3,SKU-7321,Hardware,84,30.76,2024-09-30,2583.84
500477,4,SKU-7531,Consumables,180,64.23,2024-10-14,11561.400000000001
500478,1,SKU-6559,Equipment,159,37.82,2025-02-16,6013.38
500478,2,SKU-4691,Software,122,80.92,2025-02-16,9872.24
500478,3,SKU-8739,Equipment,177,43.01,2025-01-31,7612.7699999999995
500478,4,SKU-8805,Hardware,61,90.86,2025-02-23,5542.46
500479,1,SKU-9246,Services,49,47.83,2024-12-31,2343.67
500480,1,SKU-7627,Services,71,94.6,2025-06-27,6716.599999999999
500480,2,SKU-2291,Services,89,63.7,2025-07-16,5669.3
